timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1752961681848,103,Get User Info,200,OK,Moderate Load Test 1-19,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,103,0,0
1752961681951,101,Get My Bookings,200,OK,Moderate Load Test 1-19,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,101,0,0
1752961682052,103,Get Event Details By ID,200,OK,Moderate Load Test 1-19,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,103,0,0
1752961682155,99,Get Seat Map By ID,200,OK,Moderate Load Test 1-19,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,99,0,0
1752961682255,191,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-19,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,191,0,0
1752961682549,371,Login Request,200,OK,Moderate Load Test 1-20,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,371,0,2
1752961682920,96,Get All Events,200,OK,Moderate Load Test 1-20,text,true,,2825,392,1,1,http://localhost:8080/api/events,96,0,0
1752961683016,101,Get User Info,200,OK,Moderate Load Test 1-20,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,101,0,0
1752961683118,99,Get My Bookings,200,OK,Moderate Load Test 1-20,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,99,0,0
1752961683217,98,Get Event Details By ID,200,OK,Moderate Load Test 1-20,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,98,0,0
1752961683315,101,Get Seat Map By ID,200,OK,Moderate Load Test 1-20,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,101,0,0
1752961683416,192,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-20,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,192,0,0
1752961683749,389,Login Request,200,OK,Moderate Load Test 1-21,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,389,0,1
1752961684138,99,Get All Events,200,OK,Moderate Load Test 1-21,text,true,,2825,392,1,1,http://localhost:8080/api/events,99,0,0
1752961684237,100,Get User Info,200,OK,Moderate Load Test 1-21,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,99,0,0
1752961684337,97,Get My Bookings,200,OK,Moderate Load Test 1-21,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,97,0,0
1752961684435,97,Get Event Details By ID,200,OK,Moderate Load Test 1-21,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,97,0,0
1752961684533,101,Get Seat Map By ID,200,OK,Moderate Load Test 1-21,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,100,0,0
1752961684634,196,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-21,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,196,0,0
1752961684949,470,Login Request,200,OK,Moderate Load Test 1-22,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,470,0,1
1752961685419,102,Get All Events,200,OK,Moderate Load Test 1-22,text,true,,2825,392,1,1,http://localhost:8080/api/events,102,0,0
1752961685521,105,Get User Info,200,OK,Moderate Load Test 1-22,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,105,0,0
1752961685627,100,Get My Bookings,200,OK,Moderate Load Test 1-22,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,100,0,0
1752961685727,101,Get Event Details By ID,200,OK,Moderate Load Test 1-22,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,101,0,0
1752961685828,103,Get Seat Map By ID,200,OK,Moderate Load Test 1-22,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,103,0,0
1752961685931,193,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-22,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,193,0,0
1752961686148,367,Login Request,200,OK,Moderate Load Test 1-23,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,367,0,1
1752961686516,101,Get All Events,200,OK,Moderate Load Test 1-23,text,true,,2825,392,1,1,http://localhost:8080/api/events,101,0,0
1752961686617,100,Get User Info,200,OK,Moderate Load Test 1-23,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,100,0,0
1752961686718,94,Get My Bookings,200,OK,Moderate Load Test 1-23,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,94,0,0
1752961686813,97,Get Event Details By ID,200,OK,Moderate Load Test 1-23,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,97,0,0
1752961686911,105,Get Seat Map By ID,200,OK,Moderate Load Test 1-23,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,105,0,0
1752961687017,193,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-23,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,193,0,0
1752961687350,399,Login Request,200,OK,Moderate Load Test 1-24,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,399,0,1
1752961687749,99,Get All Events,200,OK,Moderate Load Test 1-24,text,true,,2825,392,1,1,http://localhost:8080/api/events,99,0,0
1752961687848,101,Get User Info,200,OK,Moderate Load Test 1-24,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,101,0,0
1752961687949,103,Get My Bookings,200,OK,Moderate Load Test 1-24,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,103,0,0
1752961688052,99,Get Event Details By ID,200,OK,Moderate Load Test 1-24,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,99,0,0
1752961688151,101,Get Seat Map By ID,200,OK,Moderate Load Test 1-24,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,101,0,0
1752961688252,193,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-24,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,193,0,0
1752961688548,369,Login Request,200,OK,Moderate Load Test 1-25,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,369,0,2
1752961688917,103,Get All Events,200,OK,Moderate Load Test 1-25,text,true,,2825,392,1,1,http://localhost:8080/api/events,103,0,0
1752961689021,97,Get User Info,200,OK,Moderate Load Test 1-25,text,true,,1210,393,1,1,http://localhost:8080/api/auth/me,97,0,0
1752961689119,100,Get My Bookings,200,OK,Moderate Load Test 1-25,text,true,,6591,397,1,1,http://localhost:8080/api/bookings/my,100,0,0
1752961689219,97,Get Event Details By ID,200,OK,Moderate Load Test 1-25,text,true,,1899,417,1,1,http://localhost:8080/api/events/68742e8626a419aac9543576,97,0,0
1752961689316,99,Get Seat Map By ID,200,OK,Moderate Load Test 1-25,text,true,,3862,431,1,1,http://localhost:8080/api/bookings/event/68742e8626a419aac9543576/seats,99,0,0
1752961689415,196,Get All Events Of A Organizer By Organization ID,200,OK,Moderate Load Test 1-25,text,true,,3026,427,1,1,http://localhost:8080/api/events/organizer/686446f860321a29820ee994,196,0,0
1752961689749,403,Login Request,200,OK,Moderate Load Test 1-26,text,true,,1428,242,1,1,http://localhost:8080/api/auth/signin,403,0,2
1752961690152,96,Get All Events,200,OK,Moderate Load Test 1-26,text,true,,2825,392,1,1,http://localhost:8080/api/events,96,0,0
